number,semester,name,instructors,schedule,level,id
African & African Amer Studies 391,2018 Spring,b'Directed Writing',b'Henry Gates',,Graduate,119827
African & African Amer Studies 391,2017 Fall,b'Directed Writing',b'Henry Gates',,Graduate,119827
African & African Amer Studies 391 Section: 016,2018 Spring,,b'Claudine Gay',,Graduate,
African & African Amer Studies 391,2017 Fall,,b'Claudine Gay',,Graduate,119827
African & African Amer Studies 391 Section: 017,2018 Spring,b'Directed Writing',b'Evelynn Hammonds',,Graduate,119827
African & African Amer Studies 391 Section: 017,2017 Fall,b'Directed Writing',b'Evelynn Hammonds',,Graduate,119827
African & African Amer Studies 391 Section: 018,2018 Spring,b'Directed Writing',b'Evelyn Brooks Higginbotham',,Graduate,119827
African & African Amer Studies 391 Section: 018,2017 Fall,b'Directed Writing',b'Evelyn Brooks Higginbotham',,Graduate,119827
African & African Amer Studies 391,2018 Spring,,b'Elizabeth Hinton',,Graduate,119827
African & African Amer Studies 391 Section: 019,2017 Fall,b'Directed Writing',b'Elizabeth Hinton',,Graduate,119827
African & African Amer Studies 391 Section: 020,2018 Spring,b'Directed Writing',b'Jennifer Hochschild',,Graduate,119827
African & African Amer Studies 391 Section: 020,2017 Fall,b'Directed Writing',b'Jennifer Hochschild',,Graduate,119827
African & African Amer Studies 391 Section: 021,2018 Spring,b'Directed Writing',b'Biodun Jeyifo',,Graduate,119827
African & African Amer Studies 391 Section: 021,2017 Fall,b'Directed Writing',b'Biodun Jeyifo',,Graduate,119827
African & African Amer Studies 391,2018 Spring,b'Directed Writing',b'Walter Johnson',,Graduate,119827
African & African Amer Studies 391,2017 Fall,b'Directed Writing',b'Walter Johnson',,Graduate,119827
African & African Amer Studies 391 Section: 023,2018 Spring,,b'Jamaica Kincaid',,Graduate,
African & African Amer Studies 391,2017 Fall,,b'Jamaica Kincaid',,Graduate,119827
African & African Amer Studies 391 Section: 024,2018 Spring,b'Directed Writing',b'Michele Lamont',,Graduate,119827
African & African Amer Studies 391 Section: 024,2017 Fall,b'Directed Writing',b'Michele Lamont',,Graduate,119827
African & African Amer Studies 391 Section: 025,2018 Spring,b'Directed Writing',b'George Paul Meiu',,Graduate,119827
African & African Amer Studies 391 Section: 025,2017 Fall,b'Directed Writing',b'George Paul Meiu',,Graduate,119827
African & African Amer Studies 391,2018 Spring,,b'Ingrid Monson',,Graduate,119827
African & African Amer Studies 391 Section: 026,2017 Fall,b'Directed Writing',b'Ingrid Monson',,Graduate,119827
African & African Amer Studies 391 Section: 027,2018 Spring,b'Directed Writing',b'Marcyliena Morgan',,Graduate,119827
African & African Amer Studies 391 Section: 027,2017 Fall,b'Directed Writing',b'Marcyliena Morgan',,Graduate,119827
African & African Amer Studies 391 Section: 028,2018 Spring,b'Directed Writing',b'John Mugane',,Graduate,119827
African & African Amer Studies 391 Section: 028,2017 Fall,b'Directed Writing',b'John Mugane',,Graduate,119827
African & African Amer Studies 391,2018 Spring,b'Directed Writing',b'Jacob Olupona',,Graduate,119827
African & African Amer Studies 391,2017 Fall,b'Directed Writing',b'Jacob Olupona',,Graduate,119827
African & African Amer Studies 391 Section: 030,2018 Spring,,b'Laurence Ralph',,Graduate,
African & African Amer Studies 391,2017 Fall,,b'Laurence Ralph',,Graduate,119827
African & African Amer Studies 391 Section: 031,2018 Spring,b'Directed Writing',b'Tommie Shelby',,Graduate,119827
African & African Amer Studies 391 Section: 031,2017 Fall,b'Directed Writing',b'Tommie Shelby',,Graduate,119827
African & African Amer Studies 391 Section: 032,2018 Spring,b'Directed Writing',b'Kay Shelemay',,Graduate,119827
African & African Amer Studies 391 Section: 032,2017 Fall,b'Directed Writing',b'Kay Shelemay',,Graduate,119827
African & African Amer Studies 391,2018 Spring,,b'James Sidanius',,Graduate,119827
African & African Amer Studies 391 Section: 033,2017 Fall,b'Directed Writing',b'James Sidanius',,Graduate,119827
African & African Amer Studies 391 Section: 034,2018 Spring,b'Directed Writing',b'Werner Sollors',,Graduate,119827
African & African Amer Studies 391 Section: 034,2017 Fall,b'Directed Writing',b'Werner Sollors',,Graduate,119827
African & African Amer Studies 391 Section: 035,2018 Spring,b'Directed Writing',b'Doris Sommer',,Graduate,119827
African & African Amer Studies 391 Section: 035,2017 Fall,b'Directed Writing',b'Doris Sommer',,Graduate,119827
African & African Amer Studies 391,2018 Spring,b'Directed Writing',b'John Stauffer',,Graduate,119827
African & African Amer Studies 391,2017 Fall,b'Directed Writing',b'John Stauffer',,Graduate,119827
African & African Amer Studies 391 Section: 037,2018 Spring,,b'David Williams',,Graduate,
African & African Amer Studies 391,2017 Fall,,b'David Williams',,Graduate,119827
African & African Amer Studies 391 Section: 038,2018 Spring,b'Directed Writing',b'William Wilson',,Graduate,119827
African & African Amer Studies 391 Section: 038,2017 Fall,b'Directed Writing',b'William Wilson',,Graduate,119827
African & African Amer Studies 391 Section: 039,2018 Spring,b'Directed Writing',b'Brandon Terry',,Graduate,119827
African & African Amer Studies 391 Section: 039,2017 Fall,b'Directed Writing',b'Brandon Terry',,Graduate,119827
African & African Amer Studies 398,2018 Spring,,b'Lawrence Bobo',,Graduate,122706
African & African Amer Studies 398,2017 Fall,b'Reading and Research',b'Lawrence Bobo',,Graduate,122706
African & African Amer Studies 398 Section: 002,2018 Spring,,b'Emmanuel Akyeampong',,Graduate,
African & African Amer Studies 398 Section: 002,2017 Fall,b'Reading and Research',b'Emmanuel Akyeampong',,Graduate,122706
African & African Amer Studies 398 Section: 003,2018 Spring,b'Reading and Research',b'Ali S. Asani',,Graduate,122706
African & African Amer Studies 398 Section: 003,2017 Fall,,b'Ali S. Asani',,Graduate,
African & African Amer Studies 398 Section: 004,2018 Spring,b'Reading and Research',b'Robert Bates',,Graduate,122706
African & African Amer Studies 398 Section: 004,2017 Fall,b'Reading and Research',b'Robert Bates',,Graduate,122706
African & African Amer Studies 398 Section: 005,2018 Spring,b'Reading and Research',b'Aisha Beliso-De Jesus',,Graduate,122706
African & African Amer Studies 398 Section: 005,2017 Fall,b'Reading and Research',b'Aisha Beliso-De Jesus',,Graduate,122706
African & African Amer Studies 398 Section: 006,2018 Spring,b'Reading and Research',b'Robin Bernstein',,Graduate,122706
African & African Amer Studies 398 Section: 006,2017 Fall,b'Reading and Research',b'Robin Bernstein',,Graduate,122706
African & African Amer Studies 398 Section: 007,2018 Spring,,b'Suzanne Blier',,Graduate,122706
African & African Amer Studies 398 Section: 007,2017 Fall,b'Reading and Research',b'Suzanne Blier',,Graduate,122706
African & African Amer Studies 398 Section: 008,2018 Spring,b'Reading and Research',b'Vincent Brown',,Graduate,122706
African & African Amer Studies 398 Section: 008,2017 Fall,b'Reading and Research',b'Vincent Brown',,Graduate,122706
African & African Amer Studies 398 Section: 009,2018 Spring,b'Reading and Research',b'Glenda Carpio',,Graduate,122706
African & African Amer Studies 398 Section: 009,2017 Fall,b'Reading and Research',b'Glenda Carpio',,Graduate,122706
African & African Amer Studies 398 Section: 010,2018 Spring,b'Reading and Research',b'Jean Comaroff',,Graduate,122706
African & African Amer Studies 398 Section: 010,2017 Fall,b'Reading and Research',b'Jean Comaroff',,Graduate,122706
African & African Amer Studies 398 Section: 011,2018 Spring,b'Reading and Research',b'John Comaroff',,Graduate,122706
African & African Amer Studies 398 Section: 011,2017 Fall,b'Reading and Research',b'John Comaroff',,Graduate,122706
African & African Amer Studies 398,2018 Spring,b'Reading and Research',b'Alejandro de la Fuente',,Graduate,122706
African & African Amer Studies 398,2017 Fall,b'Reading and Research',b'Alejandro de la Fuente',,Graduate,122706
African & African Amer Studies 398 Section: 013,2018 Spring,b'Reading and Research',b'Caroline Elkins',,Graduate,122706
African & African Amer Studies 398 Section: 013,2017 Fall,,b'Caroline Elkins',,Graduate,
African & African Amer Studies 398 Section: 014,2018 Spring,b'Reading and Research',b'Marla Frederick',,Graduate,122706
African & African Amer Studies 398 Section: 014,2017 Fall,b'Reading and Research',b'Marla Frederick',,Graduate,122706
African & African Amer Studies 398 Section: 015,2018 Spring,b'Reading and Research',b'Henry Gates',,Graduate,122706
African & African Amer Studies 398 Section: 015,2017 Fall,b'Reading and Research',b'Henry Gates',,Graduate,122706
African & African Amer Studies 398 Section: 016,2018 Spring,b'Reading and Research',b'Claudine Gay',,Graduate,122706
African & African Amer Studies 398 Section: 016,2017 Fall,b'Reading and Research',b'Claudine Gay',,Graduate,122706
African & African Amer Studies 398 Section: 017,2018 Spring,,b'Evelynn Hammonds',,Graduate,122706
African & African Amer Studies 398 Section: 017,2017 Fall,b'Reading and Research',b'Evelynn Hammonds',,Graduate,122706
African & African Amer Studies 398 Section: 018,2018 Spring,b'Reading and Research',b'Evelyn Brooks Higginbotham',,Graduate,122706
African & African Amer Studies 398 Section: 018,2017 Fall,b'Reading and Research',b'Evelyn Brooks Higginbotham',,Graduate,122706
African & African Amer Studies 398 Section: 019,2018 Spring,b'Reading and Research',b'Elizabeth Hinton',,Graduate,122706
African & African Amer Studies 398 Section: 019,2017 Fall,b'Reading and Research',b'Elizabeth Hinton',,Graduate,122706
African & African Amer Studies 398 Section: 020,2018 Spring,b'Reading and Research',b'Jennifer Hochschild',,Graduate,122706
African & African Amer Studies 398 Section: 020,2017 Fall,b'Reading and Research',b'Jennifer Hochschild',,Graduate,122706
African & African Amer Studies 398 Section: 021,2018 Spring,b'Reading and Research',b'Biodun Jeyifo',,Graduate,122706
African & African Amer Studies 398 Section: 021,2017 Fall,b'Reading and Research',b'Biodun Jeyifo',,Graduate,122706
African & African Amer Studies 398,2018 Spring,b'Reading and Research',b'Walter Johnson',,Graduate,122706
African & African Amer Studies 398,2017 Fall,b'Reading and Research',b'Walter Johnson',,Graduate,122706
African & African Amer Studies 398 Section: 023,2018 Spring,b'Reading and Research',b'Jamaica Kincaid',,Graduate,122706
African & African Amer Studies 398 Section: 023,2017 Fall,,b'Jamaica Kincaid',,Graduate,
African & African Amer Studies 398 Section: 024,2018 Spring,b'Reading and Research',b'Michele Lamont',,Graduate,122706
African & African Amer Studies 398 Section: 024,2017 Fall,b'Reading and Research',b'Michele Lamont',,Graduate,122706
African & African Amer Studies 398 Section: 025,2018 Spring,b'Reading and Research',b'George Paul Meiu',,Graduate,122706
African & African Amer Studies 398 Section: 025,2017 Fall,b'Reading and Research',b'George Paul Meiu',,Graduate,122706
African & African Amer Studies 398 Section: 026,2018 Spring,b'Reading and Research',b'Ingrid Monson',,Graduate,122706
African & African Amer Studies 398 Section: 026,2017 Fall,b'Reading and Research',b'Ingrid Monson',,Graduate,122706
African & African Amer Studies 398 Section: 027,2018 Spring,,b'Marcyliena Morgan',,Graduate,122706
African & African Amer Studies 398 Section: 027,2017 Fall,b'Reading and Research',b'Marcyliena Morgan',,Graduate,122706
African & African Amer Studies 398 Section: 028,2018 Spring,b'Reading and Research',b'John Mugane',,Graduate,122706
African & African Amer Studies 398 Section: 028,2017 Fall,b'Reading and Research',b'John Mugane',,Graduate,122706
African & African Amer Studies 398 Section: 029,2018 Spring,b'Reading and Research',b'Jacob Olupona',,Graduate,122706
African & African Amer Studies 398 Section: 029,2017 Fall,b'Reading and Research',b'Jacob Olupona',,Graduate,122706
African & African Amer Studies 398 Section: 030,2018 Spring,b'Reading and Research',b'Laurence Ralph',,Graduate,122706
African & African Amer Studies 398 Section: 030,2017 Fall,b'Reading and Research',b'Laurence Ralph',,Graduate,122706
African & African Amer Studies 398 Section: 031,2018 Spring,b'Reading and Research',b'Tommie Shelby',,Graduate,122706
African & African Amer Studies 398 Section: 031,2017 Fall,b'Reading and Research',b'Tommie Shelby',,Graduate,122706
African & African Amer Studies 398,2018 Spring,b'Reading and Research',b'Kay Shelemay',,Graduate,122706
African & African Amer Studies 398,2017 Fall,b'Reading and Research',b'Kay Shelemay',,Graduate,122706
African & African Amer Studies 398 Section: 033,2018 Spring,b'Reading and Research',b'James Sidanius',,Graduate,122706
African & African Amer Studies 398 Section: 033,2017 Fall,,b'James Sidanius',,Graduate,
African & African Amer Studies 398 Section: 034,2018 Spring,b'Reading and Research',b'Werner Sollors',,Graduate,122706
African & African Amer Studies 398 Section: 034,2017 Fall,b'Reading and Research',b'Werner Sollors',,Graduate,122706
African & African Amer Studies 398 Section: 035,2018 Spring,b'Reading and Research',b'Doris Sommer',,Graduate,122706
African & African Amer Studies 398 Section: 035,2017 Fall,b'Reading and Research',b'Doris Sommer',,Graduate,122706
African & African Amer Studies 398 Section: 036,2018 Spring,b'Reading and Research',b'John Stauffer',,Graduate,122706
African & African Amer Studies 398 Section: 036,2017 Fall,b'Reading and Research',b'John Stauffer',,Graduate,122706
African & African Amer Studies 398 Section: 037,2018 Spring,,b'David Williams',,Graduate,122706
African & African Amer Studies 398 Section: 037,2017 Fall,b'Reading and Research',b'David Williams',,Graduate,122706
African & African Amer Studies 398 Section: 038,2018 Spring,b'Reading and Research',b'William Wilson',,Graduate,122706
African & African Amer Studies 398 Section: 038,2017 Fall,b'Reading and Research',b'William Wilson',,Graduate,122706
African & African Amer Studies 398 Section: 039,2018 Spring,b'Reading and Research',b'Brandon Terry',,Graduate,122706
African & African Amer Studies 398 Section: 039,2017 Fall,b'Reading and Research',b'Brandon Terry',,Graduate,122706
African & African Amer Studies 399,2018 Spring,b'Direction of Doctoral Dissertations',b'Lawrence Bobo',,Graduate,115733
African & African Amer Studies 399,2017 Fall,b'Direction of Doctoral Dissertations',b'Lawrence Bobo',,Graduate,115733
African & African Amer Studies 399 Section: 002,2018 Spring,b'Direction of Doctoral Dissertations',b'Emmanuel Akyeampong',,Graduate,115733
African & African Amer Studies 399 Section: 002,2017 Fall,,b'Emmanuel Akyeampong',,Graduate,115733
African & African Amer Studies 399 Section: 003,2018 Spring,b'Direction of Doctoral Dissertations',b'Ali S. Asani',,Graduate,115733
African & African Amer Studies 399 Section: 003,2017 Fall,b'Direction of Doctoral Dissertations',b'Ali S. Asani',,Graduate,115733
African & African Amer Studies 399 Section: 004,2018 Spring,,b'Robert Bates',,Graduate,115733
African & African Amer Studies 399 Section: 004,2017 Fall,b'Direction of Doctoral Dissertations',b'Robert Bates',,Graduate,115733
African & African Amer Studies 399 Section: 005,2018 Spring,b'Direction of Doctoral Dissertations',b'Aisha Beliso-De Jesus',,Graduate,115733
African & African Amer Studies 399 Section: 005,2017 Fall,b'Direction of Doctoral Dissertations',b'Aisha Beliso-De Jesus',,Graduate,115733
African & African Amer Studies 399 Section: 006,2018 Spring,b'Direction of Doctoral Dissertations',b'Robin Bernstein',,Graduate,115733
African & African Amer Studies 399,2017 Fall,b'Direction of Doctoral Dissertations',b'Robin Bernstein',,Graduate,115733
African & African Amer Studies 399 Section: 007,2018 Spring,b'Direction of Doctoral Dissertations',b'Suzanne Blier',,Graduate,115733
African & African Amer Studies 399 Section: 007,2017 Fall,,b'Suzanne Blier',,Graduate,115733
African & African Amer Studies 399 Section: 008,2018 Spring,b'Direction of Doctoral Dissertations',b'Vincent Brown',,Graduate,115733
African & African Amer Studies 399 Section: 008,2017 Fall,b'Direction of Doctoral Dissertations',b'Vincent Brown',,Graduate,115733
